Iteration,Fitness
1,47249.50931179054
2,39415.92324178139
3,30271.8061564598
4,30271.8061564598
5,30271.8061564598
6,24305.52247021889
7,23495.051322386433
8,4542.679473351365
9,2495.538603038721
10,585.3382099039966
11,549.1664445328031
12,549.1664445328031
13,549.1664445328031
14,549.1664445328031
15,549.1664445328031
16,549.1664445328031
17,549.1664445328031
18,549.1664445328031
19,549.1664445328031
20,549.1664445328031
21,549.1664445328031
22,549.1664445328031
23,549.1664445328031
24,367.05901097281316
25,107.69932182090321
26,98.1528507553954
27,94.82718359326442
28,94.82718359326442
29,94.82718359326442
30,94.82718359326442
31,94.82718359326442
32,74.32763544209583
33,37.170530252919015
34,28.97661683019604
35,28.97661683019604
36,28.97661683019604
37,28.97661683019604
38,28.97661683019604
39,28.97661683019604
40,28.97661683019604
41,28.97661683019604
42,28.97661683019604
43,28.97661683019604
44,28.97661683019604
45,28.97661683019604
46,28.97661683019604
47,28.97661683019604
48,28.97661683019604
49,28.97661683019604
50,28.97661683019604
51,28.97661683019604
52,28.97661683019604
53,28.97661683019604
54,28.97661683019604
55,28.97661683019604
56,28.97661683019604
57,28.97661683019604
58,28.97661683019604
59,28.97661683019604
60,28.97661683019604
61,28.97661683019604
62,28.97661683019604
63,28.97661683019604
64,28.97661683019604
65,28.97661683019604
66,28.97661683019604
67,28.97661683019604
68,28.97661683019604
69,28.97661683019604
70,28.97661683019604
71,28.97661683019604
72,28.97661683019604
73,28.97661683019604
74,28.97661683019604
75,28.97661683019604
76,28.97661683019604
77,28.97661683019604
78,28.97661683019604
79,28.97661683019604
80,28.97661683019604
81,28.97661683019604
82,28.97661683019604
83,28.97661683019604
84,28.97661683019604
85,28.97661683019604
86,28.97661683019604
87,28.97661683019604
88,28.97661683019604
89,28.97661683019604
90,28.97661683019604
91,28.97661683019604
92,28.97661683019604
93,28.97661683019604
94,28.97661683019604
95,28.97661683019604
96,28.97661683019604
97,28.97661683019604
98,28.97661683019604
99,28.97661683019604
100,28.97661683019604
101,28.97661683019604
102,28.97661683019604
103,28.97661683019604
104,28.97661683019604
105,28.97661683019604
106,28.97661683019604
107,28.97661683019604
108,28.97661683019604
109,28.97661683019604
110,28.97661683019604
111,28.97661683019604
112,28.97661683019604
113,28.97661683019604
114,28.97661683019604
115,28.97661683019604
116,28.97661683019604
117,28.97661683019604
118,28.97661683019604
119,28.97661683019604
120,28.97661683019604
121,28.97661683019604
122,28.97661683019604
123,28.97661683019604
124,28.97661683019604
125,28.97661683019604
126,28.97661683019604
127,28.97661683019604
128,28.97661683019604
129,28.97661683019604
130,28.97661683019604
131,28.97661683019604
132,28.97661683019604
133,28.97661683019604
134,28.97661683019604
135,28.97661683019604
136,28.97661683019604
137,28.97661683019604
138,28.97661683019604
139,28.97661683019604
140,28.97661683019604
141,28.97661683019604
142,28.97661683019604
143,28.97661683019604
144,28.97661683019604
145,28.97661683019604
146,28.97661683019604
147,28.97661683019604
148,28.97661683019604
149,28.97661683019604
150,28.97661683019604
151,28.97661683019604
152,28.97661683019604
153,28.97661683019604
154,28.97661683019604
155,28.97661683019604
156,28.97661683019604
157,28.97661683019604
158,28.97661683019604
159,28.97661683019604
160,28.97661683019604
161,28.97661683019604
162,28.97661683019604
163,28.97661683019604
164,28.97661683019604
165,28.97661683019604
166,28.97661683019604
167,28.97661683019604
168,28.97661683019604
169,28.97661683019604
170,28.97661683019604
171,28.97661683019604
172,28.97661683019604
173,28.97661683019604
174,28.97661683019604
175,28.97661683019604
176,28.97661683019604
177,28.97661683019604
178,28.97661683019604
179,28.97661683019604
180,28.97661683019604
181,28.97661683019604
182,28.97661683019604
183,28.97661683019604
184,28.97661683019604
185,28.97661683019604
186,28.97661683019604
187,28.97661683019604
188,28.97661683019604
189,28.97661683019604
190,28.97661683019604
191,28.97661683019604
192,28.97661683019604
193,28.97661683019604
194,28.97661683019604
195,28.97661683019604
196,28.97661683019604
197,28.97661683019604
198,28.97661683019604
199,28.97661683019604
200,28.97661683019604
201,28.97661683019604
202,28.97661683019604
203,28.97661683019604
204,28.97661683019604
205,28.97661683019604
206,28.97661683019604
207,28.97661683019604
208,28.97661683019604
209,28.97661683019604
210,28.97661683019604
211,28.97661683019604
212,28.97661683019604
213,28.97661683019604
214,28.97661683019604
215,28.97661683019604
216,28.97661683019604
217,28.97661683019604
218,28.97661683019604
219,28.97661683019604
220,28.97661683019604
221,28.97661683019604
222,28.97661683019604
223,28.97661683019604
224,28.97661683019604
225,28.97661683019604
226,28.97661683019604
227,28.97661683019604
228,28.97661683019604
229,28.97661683019604
230,28.97661683019604
231,28.97661683019604
232,28.97661683019604
233,28.97661683019604
234,28.97661683019604
235,28.97661683019604
236,28.97661683019604
237,28.97661683019604
238,28.97661683019604
239,28.97661683019604
240,28.97661683019604
241,28.97661683019604
242,28.97661683019604
243,28.97661683019604
244,28.97661683019604
245,28.97661683019604
246,28.97661683019604
247,28.97661683019604
248,28.97661683019604
249,28.97661683019604
250,28.97661683019604
