Iteration,Fitness
1,1.0928548624710062
2,1.0800626750887647
3,0.04027691825680236
4,0.04027691825680236
5,0.04027691825680236
6,0.00028337654935373617
7,0.00028337654935373617
8,0.00028337654935373617
9,0.00028337654935373617
10,0.00028337654935373617
11,0.00028337654935373617
12,0.00028337654935373617
13,0.00028337654935373617
14,0.00028337654935373617
15,0.00028337654935373617
16,0.00028337654935373617
17,0.00028337654935373617
18,0.00028337654935373617
19,0.00028337654935373617
20,3.3593734779483184e-05
21,3.3593734779483184e-05
22,3.3593734779483184e-05
23,3.3593734779483184e-05
24,3.3593734779483184e-05
25,3.3593734779483184e-05
26,3.3593734779483184e-05
27,3.3593734779483184e-05
28,3.3593734779483184e-05
29,3.3593734779483184e-05
30,3.3593734779483184e-05
31,3.3593734779483184e-05
32,3.3593734779483184e-05
33,3.3593734779483184e-05
34,3.3593734779483184e-05
35,3.3593734779483184e-05
36,3.3593734779483184e-05
37,3.3593734779483184e-05
38,3.3593734779483184e-05
39,2.1480978792459875e-06
40,2.1480978792459875e-06
41,2.1480978792459875e-06
42,2.1480978792459875e-06
43,2.1480978792459875e-06
44,2.1480978792459875e-06
45,2.1480978792459875e-06
46,2.1480978792459875e-06
47,2.1480978792459875e-06
48,2.1480978792459875e-06
49,1.1966750792190074e-06
50,1.1966750792190074e-06
