Iteration,Fitness
1,18.801735250362892
2,1.671402644483038
3,1.671402644483038
4,0.132618462751239
5,0.132618462751239
6,0.132618462751239
7,0.132618462751239
8,0.132618462751239
9,0.132618462751239
10,0.132618462751239
11,0.132618462751239
12,0.132618462751239
13,0.132618462751239
14,0.132618462751239
15,0.132618462751239
16,0.132618462751239
17,0.132618462751239
18,0.132618462751239
19,0.132618462751239
20,0.132618462751239
21,0.132618462751239
22,0.132618462751239
23,0.132618462751239
24,0.132618462751239
25,0.132618462751239
26,0.132618462751239
27,0.132618462751239
28,0.132618462751239
29,0.132618462751239
30,0.132618462751239
31,0.132618462751239
32,0.132618462751239
33,0.132618462751239
34,0.132618462751239
35,0.132618462751239
36,0.132618462751239
37,0.132618462751239
38,0.132618462751239
39,0.132618462751239
40,0.132618462751239
41,0.132618462751239
42,0.07535117904654243
43,0.07535117904654243
44,0.07535117904654243
45,0.07535117904654243
46,0.07535117904654243
47,0.07535117904654243
48,0.07535117904654243
49,0.07535117904654243
50,0.07535117904654243
