Iteration,Fitness
1,180.3559565115038
2,165.498404650911
3,165.498404650911
4,162.65417653261764
5,131.56511594725774
6,118.65570694620419
7,95.34807349839019
8,95.34807349839019
9,95.34807349839019
10,80.84874363761598
11,76.83279584724364
12,57.17123918405008
13,55.978795488379255
14,55.978795488379255
15,45.393436518514484
16,43.00028983891965
17,42.82604382596705
18,41.30382064211998
19,41.30382064211998
20,40.9740199040076
21,40.598832422493224
22,40.33502233898178
23,37.970976722485084
24,37.970976722485084
25,35.05619546768112
26,35.05619546768112
27,33.14608897752653
28,28.587950400668063
29,26.276166985596518
30,25.921146485578575
31,25.921146485578575
32,24.379673014732887
33,24.379673014732887
34,24.379673014732887
35,24.379673014732887
36,24.379673014732887
37,24.379673014732887
38,24.379673014732887
39,24.379673014732887
40,24.379673014732887
41,24.379673014732887
42,24.379673014732887
43,24.379673014732887
44,24.379673014732887
45,24.379673014732887
46,24.379673014732887
47,24.379673014732887
48,24.379673014732887
49,24.379673014732887
50,24.379673014732887
51,24.379673014732887
52,24.379673014732887
53,24.379673014732887
54,21.68060533464272
55,19.112531319899645
56,19.112531319899645
57,19.112531319899645
58,19.112531319899645
59,19.112531319899645
60,19.112531319899645
61,19.112531319899645
62,19.112531319899645
63,19.112531319899645
64,19.112531319899645
65,19.112531319899645
66,19.112531319899645
67,19.112531319899645
68,19.112531319899645
69,19.112531319899645
70,19.112531319899645
71,19.112531319899645
72,19.112531319899645
73,19.112531319899645
74,19.112531319899645
75,19.112531319899645
76,19.112531319899645
77,19.112531319899645
78,19.112531319899645
79,19.112531319899645
80,19.112531319899645
81,19.112531319899645
82,19.112531319899645
83,19.112531319899645
84,19.112531319899645
85,19.112531319899645
86,19.112531319899645
87,19.112531319899645
88,19.112531319899645
89,19.112531319899645
90,19.112531319899645
91,19.112531319899645
92,19.112531319899645
93,19.112531319899645
94,19.112531319899645
95,19.112531319899645
96,19.112531319899645
97,19.112531319899645
98,19.112531319899645
99,19.112531319899645
100,19.112531319899645
101,19.112531319899645
102,19.112531319899645
103,19.112531319899645
104,19.112531319899645
105,19.112531319899645
106,19.112531319899645
107,19.112531319899645
108,19.112531319899645
109,19.112531319899645
110,19.112531319899645
111,15.4771569038071
112,15.4771569038071
113,15.4771569038071
114,15.4771569038071
115,15.4771569038071
116,15.4771569038071
117,15.4771569038071
118,15.4771569038071
119,15.4771569038071
120,15.4771569038071
121,15.4771569038071
122,15.4771569038071
123,15.4771569038071
124,15.4771569038071
125,15.4771569038071
126,15.4771569038071
127,15.4771569038071
128,15.4771569038071
129,15.4771569038071
130,15.4771569038071
131,15.4771569038071
132,15.4771569038071
133,15.4771569038071
134,15.4771569038071
135,15.4771569038071
136,15.4771569038071
137,15.4771569038071
138,15.4771569038071
139,15.4771569038071
140,15.4771569038071
141,15.4771569038071
142,15.4771569038071
143,15.4771569038071
144,15.4771569038071
145,15.4771569038071
146,15.4771569038071
147,15.4771569038071
148,15.4771569038071
149,15.4771569038071
150,15.4771569038071
151,15.4771569038071
152,15.4771569038071
153,15.4771569038071
154,15.4771569038071
155,15.4771569038071
156,15.4771569038071
157,15.4771569038071
158,15.4771569038071
159,15.4771569038071
160,15.4771569038071
161,15.4771569038071
162,15.4771569038071
163,15.4771569038071
164,15.4771569038071
165,15.4771569038071
166,15.4771569038071
167,15.4771569038071
168,15.4771569038071
169,15.4771569038071
170,15.4771569038071
171,15.4771569038071
172,15.4771569038071
173,15.4771569038071
174,15.4771569038071
175,15.4771569038071
176,15.4771569038071
177,15.4771569038071
178,15.4771569038071
179,15.4771569038071
180,15.4771569038071
181,15.4771569038071
182,15.4771569038071
183,15.4771569038071
184,15.4771569038071
185,15.4771569038071
186,15.4771569038071
187,15.4771569038071
188,15.4771569038071
189,15.4771569038071
190,15.4771569038071
191,15.4771569038071
192,15.4771569038071
193,15.4771569038071
194,13.029833295172807
195,12.930867944458313
196,12.052077181558047
197,9.043782873936905
198,9.043782873936905
199,8.933051127539798
200,8.933051127539798
201,8.933051127539798
202,8.933051127539798
203,8.933051127539798
204,8.933051127539798
205,8.933051127539798
206,8.933051127539798
207,8.933051127539798
208,8.933051127539798
209,8.933051127539798
210,8.933051127539798
211,8.933051127539798
212,8.933051127539798
213,8.933051127539798
214,8.933051127539798
215,8.933051127539798
216,8.933051127539798
217,8.933051127539798
218,8.933051127539798
219,8.933051127539798
220,8.933051127539798
221,8.933051127539798
222,8.933051127539798
223,8.933051127539798
224,8.933051127539798
225,8.933051127539798
226,8.933051127539798
227,8.933051127539798
228,8.933051127539798
229,8.933051127539798
230,8.933051127539798
231,8.933051127539798
232,8.933051127539798
233,8.933051127539798
234,8.933051127539798
235,8.933051127539798
236,8.933051127539798
237,8.933051127539798
238,8.933051127539798
239,8.933051127539798
240,8.933051127539798
241,8.933051127539798
242,8.933051127539798
243,8.933051127539798
244,8.933051127539798
245,8.933051127539798
246,8.933051127539798
247,8.933051127539798
248,8.933051127539798
249,8.933051127539798
250,8.933051127539798
